NOME$TIPO_PIATTO$ING_PRINCIPALE$PERSONE$NOTE$INGREDIENTI$PREPARAZIONE$ID_AUTORE
A Pizza Ca' Pummarola Ncopp' (3)$Primo$Pomodorini$8$Luogo: Campania.$700 G ==== Farina+3500 Cl ==== Acqua Tiepida+1 Cucchiaino ==== Sale+1/2 Cucchiaino ==== Zucchero+1 Panetto ==== Lievito Di Birra+15 ==== Pomodorini Freschi+Qb ==== Basilico+250 G ==== Mozzarella$Mettere a fontana la farina, al centro sbriciolare il lievito aggiungere il sale lo zucchero e l'acqua lentamente cominciando ad impastare il tutto. Quando sentite che la pasta  abbastanza elastica e si stacca dalle pareti della terrina lasciatela lievitare per almeno un'ora e mezza. Ungere una teglia o anche due, perché la pasta  abbondante, stendere ben bene una parte di pasta e ricoprirla di pomodoro, basilico, sale, un filo d'olio, quindi in forno già preriscaldato a 250 gradi per 30 minuti. Solo 5 minuti prima aggiungervi la mozzarella a dadini.$0
A Tutto Tonno$Pesce$Tonno$4$Fonte: i4moschettieri.mastertopforum.net.$300 G ==== Tonno Fresco+3 ==== Pomodori Secchi+200 G ==== Melanzane+100 G ==== Fagioli Borlotti Precotti+1 ==== Cipolla+1 Foglio ==== Pasta Fillo+1 ==== Carota+1 Costa ==== Sedano+1 Rametto ==== Rosmarino+Qb ==== Olio D'oliva+Qb ==== Sale+Qb ==== Pepe$Dividere il filetto di tonno in tre parti lavorarli e servirli come segue. Per la tartara battere a coltello il tonno e condirlo con olio, sale, pepe e aghi di rosmarino. Per il sandwich ricavare dei cerchi di melanzana e uno di tonno, grigliarli e salarli. Per la pepita avvolgere un cubo di tonno nella pasta fillo e friggerlo dopo averlo infilzato con uno spiedino. A parte cuocere i fagioli in padella con olio ed un fondo di carota, cipolla e sedano tritati. Frullare a cottura e servire a specchio sotto la pepita dorata.$0
A. B. C.$Bevande$Cognac$1$-$7/10 ==== Cognac+1/10 ==== Vermouth Rosso+1/10 ==== Vermouth Dry+1/10 ==== Cordial Campari+Qb ==== Per Servire:+1 ==== Scorza Di Limone$Preparare nel mixer con ghiaccio e servire con 1 scorza di limone.$0
A. J.$Bevande$Calvados$1$-$1/2 ==== Calvados+1/2 ==== Succo Di Pompelmo+1 Spruzzo ==== Sciroppo Di Granatina$versare gli ingredienti in uno shaker con alcuni cubetti di ghiaccio. Agitare. Passare in una coppetta da cocktail.$0
Abaloni Alla Californiana$Pesce$Abaloni$4$Luogo: Stati Uniti. Luogo: California.$4 ==== Abaloni (orecchie Marine)+2 ==== Uova+Qb ==== Sale+2 Cucchiai ==== Bourbon Whisky+Qb ==== Olio Di Semi+50 G ==== Pangrattato+1 Cespo ==== Insalata Lattuga+1 Cucchiaio ==== Prezzemolo Tritato+1 ==== Limone$L'abalone  un raffinatissimo mollusco a una sola valva e di grosse dimensioni, tipicamente californiano: potrete trovarlo surgelato nei migliori negozi di gastronomia; il corrispondente mediterraneo  'l'orecchia marina' o 'orecchia di san Pietro'. Pulite bene gli abaloni e lavateli sotto l'acqua corrente; poi togliete con delicatezza i molluschi dalle valve e tenete entrambi da parte. Sbattete in una terrina le uova con un pizzico di sale e il whisky: immergetevi gli abaloni, lasciandoli macerare per 15 minuti. Trascorso questo tempo, fate scaldare abbondante olio nella padella dei fritti. Passate gli abaloni nel pangrattato, quindi friggeteli bene da tutti i lati nell'olio bollente; non appena saranno pronti, poneteli a sgocciolare su un foglio di carta assorbente da cucina per privarli dell'unto eccedente e teneteli in caldo. Lavate la lattuga, asciugatela delicatamente e utilizzate le foglie più belle per foderare le valve dei molluschi. Disponete su ognuno di questi 'letti' un mollusco fritto, cospargete di prezzemolo tritato e decorate con fettine di limone. Servite ben caldo.$0
Abat-jour$Bevande$Gin$1$-$4/5 ==== Gin+1/5 ==== Succo Di Limone+1 Cucchiaino ==== Zucchero+2 Rametti ==== Menta Fresca$Agitate il gin, il succo di limone e lo zucchero, assieme a un paio di cubetti di ghiaccio. Lavate bene le foglie di menta prima di aggiungerle al cocktail.$0
Abate$Bevande$Gin$1$-$1/3 ==== Succo D'arancia+2/3 ==== Gin+1 Spruzzo ==== Vermouth Rosso+2 Gocce ==== Angostura+Qb ==== Per Servire:+1 ==== Ciliegina Al Maraschino+1 Pezzetto ==== Insalata Lattuga Fresca$Agitare nello shaker, con cubetti di ghiaccio. Servire nel calice con una ciliegina al maraschino e un pezzetto di lattuga fresca.$0
Abbacchio A Scottadito$Carne$Agnello$4$-$400 G ==== Costolette D'abbacchio+1 Manciata ==== Dragoncello+Qb ==== Sale+Qb ==== Pepe+Qb ==== Olio D'oliva+Qb ==== Limone$Bagnare l'abbacchio già tagliato a costoletta con sale, pepe, olio ed dragoncello. Mettere le costolette sulla piastra e farle rosolare da ambo i lati per 4 minuti. Servirle con limone.$0
Abbacchio A Scottadito (2)$Carne$Agnello$4$-$1 ==== Cosciotto Di Abbacchio Di 1000 G+1000 G ==== Patate+1 Rametto ==== Rosmarino+2 Spicchi ==== Aglio+20 Cl ==== Vino Bianco Secco+Qb ==== Sale+Qb ==== Olio D'oliva+Qb ==== Origano+Qb ==== Aceto Balsamico$Sbucciare le patate, lavarle, tagliarle a spicchi e metterle al forno. Tagliare a filetti i due spicchi di aglio e ridurre a piccoli ciuffetti il rosmarino. Picchettare con i ciuffetti di rosmarino, aglio e origano il cosciotto di agnello. All'esterno del cosciotto mettere delle fette di pancetta e legare il cosciotto con uno spago piuttosto sottile per permettergli di mantenere intatta la forma durante la cottura in forno. Cospargere la casseruola con un poco di olio, mettervi il cosciotto, condirlo con sale, spruzzarlo con vino bianco secco e aceto balsamico e passarlo in forno alla temperatura di 190 gradi. Durante la cottura (60 minuti) bagnarlo frequentemente con il suo fondo e rigirarlo di tanto in tanto con un forchettone. Slegare il cosciotto e disporlo su un piatto di servizio riscaldato; completare il fondo di cottura con il vino bianco e lasciarlo ridurre quasi completamente, quindi irrorare con questo sughetto ben ristretto l'abbacchio. Guarnire il piatto con le patate precedentemente arrostite in 10 cl d'olio e condite con sale.$0
Abbacchio A Scottadito (3)$Carne$Agnello$4$-$16 ==== Costolette D'abbacchio+Qb ==== Aglio+1 Rametto ==== Maggiorana+Qb ==== Olio D'oliva Extra-vergine+Qb ==== Sale+Qb ==== Pepe$Accomodare su un tagliere le costolette e batterle lievemente con un batticarne e spennellarle poi con un rametto di maggiorana intinto in una marinata di olio, aglio, sale, pepe e lasciarle riposare per una mezz'oretta. Preparare una brace adeguata e cuocere alla griglia le costolette sui due lati, facendo attenzione a cuocerle senza bruciacchiarle.$0
Abbacchio Alla Cacciatora$Carne$Agnello$4$-$1000 G ==== Cosciotto Di Abbacchio (agnello) Disossato+2 ==== Acciughe Sotto Sale+2 ==== Peperoncini+1 Spicchio ==== Aglio+Qb ==== Sale+Qb ==== Pepe+1/2 Bicchiere ==== Vino Bianco Secco Dei Castelli Romani+1/2 Bicchiere ==== Aceto Di Vino+4 Cucchiai ==== Olio D'oliva Extra-vergine$Tagliare a piccoli pezzi l'abbacchio. In una padella fare sciogliere nell'olio, due acciughe dissalate e diliscate, aggiungendo lo spicchio d'aglio. Appena l'aglio sarà colorito mettere nella padella l'abbacchio, condire con sale e pepe, aggiungere il peperoncino a pezzetti e fare rosolare a fiamma viva, girando di continuo. Quando l'abbacchio sarà ben rosolato, aggiungere 1/2 bicchiere di vino e 1/2 bicchiere di aceto. Coprire la padella, abbassare la fiamma e fare finire di cuocere. Servire ben caldo.$0
Abbacchio Alla Cacciatora (2)$Carne$Agnello$4$-$1000 G ==== Abbacchio Tagliato A Pezzi Con La Rognonata+7 Cucchiai ==== Olio D'oliva+3 Spicchi ==== Aglio+3 Rametti ==== Rosmarino Con Le Foglie+1 Rametto ==== Salvia Con Le Foglie+3 ==== Acciughe Dissalate E Diliscate+Qb ==== Aceto Di Vino Bianco$Mettete in infusione in un bicchiere per qualche ora, in metà acqua e metà aceto, l'aglio leggermente schiacciato, il rosmarino e la salvia. Rosolate nell'olio i pezzi di abbacchio salate, versate quindi tutto il contenuto del bicchiere e cuocete, coperto, a fuoco moderato per 45 minuti. Togliete aglio, rosmarino e salvia, pepate, aggiungete le acciughe e, appena saranno spappolate e il sughetto condensato, servite. L'abbacchio  l'agnellino da latte di 30-60 giorni. Si può preparare questa ricetta anche col capretto. Se usate agnello, i tempi di cottura dovranno aumentare in relazione all'et dell'ovino.$0
Abbacchio Alla Cacciatora (3)$Carne$Agnello$4$Luogo: Lazio.$1500 G ==== Abbacchio A Pezzi+Qb ==== Olio D'oliva+1/2 Bicchiere ==== Aceto Di Vino+1/2 Cucchiaio ==== Farina+2 Spicchi ==== Aglio+1 Rametto ==== Rosmarino+1 Foglia ==== Salvia+Qb ==== Sale+Qb ==== Pepe$In una grande padella versate l'olio, il sale e l'aglio; aggiungete l'abbacchio e fate rosolare a fuoco vivo per 15 minuti. Aggiungete poi la salvia, il rosmarino, il pepe e mettere a fuoco basso aggiungendo l'aceto e lasciate rosolare per qualche minuto. Girate di tanto in tanto l'abbacchio per farlo rosolare uniformemente, aggiungete mezzo cucchiaio di farina e mezzo bicchiere d'acqua per addensare. Abbassate il fuoco, mettete un coperchio e cuocete per altri 15 minuti. Se il liquido si ritira troppo aggiungete un po' d'acqua. Quando l'abbacchio  giunto a cottura, servitelo ben caldo.$0
Abbacchio Alla Cacciatora (4)$Carne$Agnello$4$Luogo: Lazio. Preparazione: 75 minuti.$1 ==== Cosciotto D'abbacchio Di 1000 G Tagliato A Pezzi+Alcune ==== Acciughe Sotto Sale+2 Spicchi ==== Aglio+Qb ==== Rosmarino+Qb ==== Salvia+Qb ==== Timo+Qb ==== Farina+1/2 Bicchiere ==== Aceto Di Vino Bianco+Qb ==== Olio D'oliva+Qb ==== Sale+Qb ==== Pepe$Infarinate i pezzi di cosciotto, salateli, pepateli e rosolateli nell'olio in modo uniforme, preferibilmente in una pentola di coccio. Tritate finemente alcune acciughe ben lavate dal sale, l'aglio, il rosmarino, la salvia e il timo e spolverate l'abbacchio con questo trito. Aggiungete l'aceto e un bicchiere di acqua, coprite la casseruola e cuocete per circa 50 minuti, rigirando di tanto in tanto la carne. Servite l'abbacchio caldissimo, accompagnandolo con fagioli o piselli lessati.$0
Abbacchio Alla Romana$Carne$Agnello$6$Luogo: Lazio. Luogo: Roma.$1000 G ==== Agnello+1/2 Bicchiere ==== Vino Bianco+1 Dito ==== Aceto Di Vino+Qb ==== Rosmarino+1 Spicchio ==== Aglio+2 ==== Acciughe+Qb ==== Sale+Qb ==== Pepe$Lavate e asciugate la carne tagliata a pezzi, salate e pepate con abbondanza e mettete in una teglia precedentemente scaldata. Fate rosolare e quando avrà preso un colore uniforme, versate il vino oppure acqua e aceto ed aggiungete un trito di rosmarino, acciughe ed aglio. Lasciate cuocere a fuoco minimo per circa 30 minuti e poi servite ben caldo.$0
Abbacchio Alla Romana (2)$Carne$Agnello$4$Luogo: Lazio. Luogo: Roma. Calorie: 649.$1000 G ==== Carne D'agnello+50 G ==== Olio D'oliva+1 Rametto ==== Rosmarino+2 Spicchi ==== Aglio+2 ==== Acciughe Sotto Sale+3 Cucchiai ==== Aceto Di Vino Bianco+Qb ==== Sale+Qb ==== Pepe$Soffriggere nell'olio l'aglio schiacciato, unire l'agnello a pezzi regolari. Salare, pepare, unire il rosmarino tritato con le acciughe, l'aceto e portare a cottura. Servire l'agnello caldo, ricoperto con la sua salsina. Per la giusta esecuzione della ricetta il fuoco deve essere abbastanza vivace da rosolare bene la carne e abbastanza basso da non asciugare la salsina.$0
Abbacchio Alla Romana (3)$Carne$Agnello$4$Luogo: Lazio. Luogo: Roma.$1 ==== Cosciotto D'agnello Di 1000 G+3 Cucchiai ==== Olio D'oliva+1 Bicchiere ==== Vino Bianco+1/2 Bicchiere ==== Aceto Di Vino Bianco+4 ==== Patate+3 Rametti ==== Rosmarino Fresco+4 Foglie ==== Salvia+1 Spicchio ==== Aglio+Qb ==== Farina+Qb ==== Sale+Qb ==== Pepe$Tagliate o fate tagliare a pezzi il cosciotto e infarinateli. In una larga teglia scaldate l'olio e rosolatevi l'agnello a fuoco vivo per circa 10 minuti. Salate e pepate. Unite i rametti di rosmarino e cospargete con la salvia e l'aglio tritati. Girate più volte i pezzi perché insaporiscano bene. Versate il vino mescolato con l'aceto e fate evaporare quasi completamente. Aggiungete ora un mestolo d'acqua bollente e le patate sbucciate e tagliate a spicchi. Coprite e mettete in forno preriscaldato a 180 gradi per mezz'ora abbondante. Se il sugo si riducesse troppo allungatelo con acqua calda mista ad aceto. Disponete l'agnello sul piatto da portata e servite caldissimo. Per una preparazione ancora più saporita, non aggiungete le patate, ma apportate questa variante. Mentre l'agnello finisce di cuocere, trasferite due o tre cucchiai del suo sugo di cottura in un tegamino e stemperatevi a fuoco basso tre acciughe diliscate. Quando sono completamente sciolte, mescolate bene e versate la salsa sulla carne. Lasciate insaporire per un momento. Passate sul piatto da portata caldo e servite. Vini di accompagnamento: Rosso Oltrep DOC, Cesanese Del Piglio DOC, Cannonau Di Sardegna DOC.$0
Abbacchio Alla Scottadito$Carne$Agnello$4$Fonte: i4moschettieri.mastertopforum.net.$4 ==== Costolette D'agnello+300 G ==== Patate Novelle+250 G ==== Spinaci+Qb ==== Rosmarino+1 Spicchio ==== Aglio+Qb ==== Olio D'oliva Extra-vergine+Qb ==== Sale$Tagliare le patate a metà e cuocerle in forno a 180 gradi per 20 minuti dopo averle condite con olio, sale e rosmarino. Spennellare le costolette d'agnello con dell'olio profumato con il rosmarino e l'aglio a pezzetti. Rosolarle sopra una griglia rovente e cuocere da ambo i lati. Far appassire gli spinaci sbollentati con un filo d'olio. Servire le costolette d'agnello sopra un letto di spinaci e accompagnarle con patate al forno.$0
Abbacchio Brodettato$Carne$Agnello$6$-$1000 G ==== Abbacchio+1 Cucchiaio ==== Strutto+1 Cucchiaio ==== Prosciutto Crudo Tagliato A Cubetti+1/2 ==== Cipolla+1/2 Bicchiere ==== Vino Bianco+1/2 Cucchiaio ==== Farina+3 ==== Tuorli D'uovo+1 ==== Limone+Qb ==== Prezzemolo+Qb ==== Maggiorana$In una casseruola si mette l'abbacchio in pezzi con lo strutto, il prosciutto e la cipolla tritata. Si fa imbiondire a fuoco moderato affinch la cipolla non bruci e l'abbacchio non si colorisca troppo. Si condisce con sale e pepe e quando l'abbacchio si  imbiondito si fa cadere a pioggia mezzo cucchiaio di farina. Si mescola e dopo un paio di minuti si bagna con mezzo bicchiere di vino bianco. Quando il vino sarà asciugato si aggiunga dell'acqua fin quasi a coprire l'abbacchio. Si lasci cuocere fin quando il liquido si consuma (il sughetto che resta dovrà essere piuttosto denso). Dieci minuti prima di andare in tavola, mettere in una scodella 2 o 3 tuorli d'uovo, il succo di un limone, una cucchiaiata di prezzemolo tritato e una generosa pizzicata di foglie di maggiorana. Dopo aver battuto il tutto con la frusta si versa sull'abbacchio e si tiene la casseruola per 5/6 minuti sul fuoco bassissimo, affinch l'uovo si addensi senza stracciarsi.$0
Abbacchio Con Asparagi$Carne$Agnello$4$-$1000 G ==== Abbacchio+2 Spicchi ==== Aglio+Qb ==== Vino Bianco Secco+1 ==== Limone+Qb ==== Timo+Qb ==== Basilico+2 ==== Tuorli D'uovo+Qb ==== Olio D'oliva+Qb ==== Burro+500 G ==== Punte Di Asparagi Surgelate+Qb ==== Sale+Qb ==== Pepe$Rosolare l'abbacchio in pezzi con 40 g di burro, salare, pepare, unire un po' di timo e basilico e bagnare con 1/2 bicchiere di vino. Cuocere a fuoco basso per 50 minuti. Rosolare l'aglio con 2 cucchiai di olio e 20 g di burro, eliminarlo, unire gli asparagi e cuocere per 10 minuti. Unirli, insieme a un po' di succo di limone, alla carne già cotta e cuocere per 6 minuti. Togliere dal fuoco, incorporare i tuorli d'uovo e servire.$0
Abbacchio Dorato$Carne$Agnello$4$Luogo: Lazio.$600 G ==== Costolette D'abbacchio+2 ==== Uova+Qb ==== Pangrattato+Qb ==== Olio Per Friggere+Poco ==== Burro (o Margarina)+Qb ==== Pepe+Qb ==== Sale+Alcune Foglie ==== Salvia$Battere uniformemente le costolette e immergerle nelle uova sbattute, quindi impanarle con cura. Rosolarle in padella con olio, poco burro e qualche foglia di salvia a fuoco lento per circa 5 minuti per parte, in modo che la carne rimanga bionda. Salare e pepare soltanto prima di servire ben calde.$0
Abbacchio E Carciofi$Carne$Agnello$4$-$2 ==== Rognonate Complete D'abbacchio+10 ==== Carciofi Riviera Piccoli+2 ==== Uova+Qb ==== Pangrattato+1/2 ==== Limone+2 Bicchieri ==== Vino Bianco Secco+Qb ==== Salvia+Qb ==== Rosmarino+Qb ==== Olio D'oliva+Qb ==== Burro+Qb ==== Sale+Qb ==== Pepe$Lavate e asciugate bene la rognonata, poi mettete il tutto a rosolare in burro e olio, unendo qualche foglia di salvia, rosmarino e regolando di sale e pepe: bagnate in cottura con il vino bianco, piano piano e in modo che prima di aggiungerne altro sia stato assorbito il primo. Mentre la rognonata cuoce, pulite i carciofi, privateli delle foglie dure e delle spine e sbollentateli per una decina di minuti. Toglieteli poi dal fuoco e strizzateli delicatamente per togliere tutta l'acqua. Dividete i carciofi in due, asciugateli bene, poi passateli nelle uova battute e nel pangrattato, facendoli friggere a fuoco vivace con olio abbondante. In cottura spremete sui carciofi qualche goccia di limone, poi toglieteli dalla padella e metteteli ad asciugare su una carta che ne assorba l'unto eccedente; spolverizzateli poi con scorza grattugiata di limone. Completate la cottura della rognonata che deve risultare senza sugo; ponetela bollente al centro del piatto di portata e circondatela con i carciofi fritti. Servite caldissimo.$0
Abbeveraggio$Bevande$Artic Fragola$1$-$1/3 ==== Artic Fragola+1/3 ==== Vermouth Martini Dry+1/3 ==== Succo Di Limone+Qb ==== Zucchero$Agitare velocemente e servire nella coppetta da cocktail ben fredda con il bordo zuccherato a metà.$0
Abbraccio Di Mezze Maniche$Primo$Prosciutto Cotto$4$Fonte: i4moschettieri.mastertopforum.net.$150 G ==== Pasta Tipo Mezze Maniche+50 G ==== Fiocchi Di Latte+50 G ==== Prosciutto Cotto+Qb ==== Prezzemolo+Qb ==== Basilico+1 Costa ==== Sedano+1 ==== Carota+2 ==== Pomodori Pelati+Qb ==== Vino Bianco+Qb ==== Olio D'oliva+Qb ==== Sale$Farcire le mezze maniche scottate in acqua bollente salata con una farcia composta da fiocchi di latte, prosciutto cotto, basilico e prezzemolo tritati; finire la loro cottura al vapore. Nel frattempo cuocere i pomodori pelati in padella con un soffritto di carota e sedano tritati, sfumando con vino bianco dopo alcuni minuti. Servire le mezze maniche farcite su tale salsa di pomodoro (finta genovese).$0
Abbraccio Di Verza E Asiago$Antipasto$Formaggio Asiago$4$Fonte: i4moschettieri.mastertopforum.net.$1 ==== Verza+100 G ==== Formaggio Asiago+10 Cl ==== Panna Fresca+200 G ==== Barbabietole Precotte+1 Spicchio ==== Aglio+Qb ==== Aceto Di Vino Bianco+Qb ==== Peperoncino+Qb ==== Olio D'oliva Extra-vergine+Qb ==== Sale$Lavare la verza, privarla della costa e tagliarla a losanghe. Cuocerla in una padella con l'olio extra-vergine, il peperoncino e l'aglio. Regolare di sale. Frullare le barbabietole con l'aceto e l'olio. In un tegamino sciogliere a fuoco dolce l'Asiago tagliato a cubetti con la panna. Servire mettendo la crema di barbabietole alla base del piatto con sopra la verza brasata; nappare il tutto con la salsa di Asiago.$0
Abbuott$Carne$Agnello$4$Luogo: Lazio. Luogo: Ciociaria. Luogo: Roccasecca.$1 ==== Coratella D'agnello+1 ==== Rete D'agnello+Qb ==== Budellini D'agnello+4 ==== Uova+1 ==== Salsiccia Di Maiale+Qb ==== Olio D'oliva Extra-vergine+Qb ==== Sedano+Qb ==== Prezzemolo+Qb ==== Cipolla+1 Bicchiere ==== Vino Bianco+Qb ==== Formaggio Parmigiano Grattugiato$Si faccia rosolare in una capace pentola la cipolla, il sedano e la coratella tagliata precedentemente a pezzetti. Quando si sarà giunti nel mezzo della cottura si potr versare il bicchiere di vino bianco. Quando il vino sarà assorbito si aggiungeranno le uova precedentemente sbattute, il prezzemolo e un poco di parmigiano, lasciando amalgamare per circa 3-4 minuti. Stendere poscia la rezza, ammorbidita in acqua tiepida, sul tavolo di cucina e versarci il contenuto della pentola, aggiungendo la salsiccia a tocchetti piccoli. Ora  il momento di riavvolgere la rete come un involtino farcito legandola con i budellini ben lavati. Inserire al forno a fuoco medio per circa mezz'ora, facendo ben rosolare la parte esterna. Servire dopo aver lasciato riposare l'abbuott per un'altra mezz'ora.$0
Abbuticchi$Carne$Pecora$6$Luogo: Ciociaria. Luogo: Lazio.$Qb ==== Trippa E Budella Di Una Pecora (o Di 2 Agnelloni)+3 Fette ==== Mortadella+Qb ==== Formaggio Pecorino A Pezzettini+3 Fette ==== Ventresca+2 ==== Uova Sode+1 Bicchiere ==== Vino Bianco+1000 G ==== Pomodoro Passato+Qb ==== Aglio+Qb ==== Prezzemolo+Qb ==== Peperoncino+Qb ==== Basilico+Qb ==== Rosmarino$Passare velocemente la trippa in acqua calda, ma non bollente, per ammorbidirla e senza farla arricciare. Pulire bene raschiandola per liberarla dalle parti scure. Tagliarla a quadrati della misura giusta per fare dei piccoli involtini. Sulla parete liscia della trippa, al centro, mettere un pezzetto di mortadella, un pezzettino di pecorino, un po' di ventresca, un quarto di uovo sodo, aglio, prezzemolo e peperoncino. Avvolgere bene e legare con le budella precedentemente aperte e lavate bene in acqua calda, oppure con del filo. Farla rosolare in un soffritto di olio e aglio. Bagnare con un bicchiere di vino e unire basilico e rosmarino. Far evaporare e aggiungere la passata di pomodoro e far cuocere per circa un'ora. Col sugo si può anche condire la pasta con aggiunta di pecorino.$0
Abc$Bevande$Vermouth Bianco$1$-$1/4 ==== Vermouth Bianco+1/4 ==== Vermouth Dry+2/4 ==== Cognac+1 Bicchiere ==== Cordial+Qb ==== Per Servire:+1 ==== Scorza Di Limone$Agitare nel mixer con ghiaccio. Calice panciuto con scorza di limone.$0
Abissinia$Bevande$Pernod$1$-$Qb ==== Pernod+1 Cucchiaio ==== Anisette+1 ==== Scorza Di Limone$Scuotere nello shaker con cubetti di ghiaccio. Servire nel tumbler stretto, con una scorza di limone.$0
Abissinia Frapp$Bevande$Pernod$1$-$2/3 ==== Pernod+1/3 ==== Anisette$Scuotere, energicamente, nello shaker, con ghiaccio in cubetti. Servire nel gotto riempito di ghiaccio tritato.$0
Abricot Tropicale$Bevande$Rum Bianco$1$-$1/3 ==== Ardine+2/3 ==== Rum Bianco+Qb ==== Succo Di Limone+2 Cucchiaini ==== Zucchero Di Canna+Qb ==== Per Completare:+Qb ==== Soda Water Fredda$Servire direttamente nel tumbler, mescolare e aggiungere soda water fredda.$0
